ID,English,Others,Japanese
jankengirl1,Rose:,Akahana:,あかはな :
jankengirl2,Judy:,Junsa:,じゅんさ:
jankengirl3,Athena:,Azusa:,あずさ:
jankengirl4,Suzy:,Shizuka:,しずか:
jankengirl5,Jennifer:,Juko:,じゅこ :
playername1,You:,MR Protagonist:,あなた：
akahanaintro11,Mr. Mac... why did you wake me up? I was sleeping tight. If you wanted to have sex I pulled Athena's panties to get you going.,"Mr. Kawamura, I thought you will not wake me up if I pulled Azusa's panties down to make you excited.",川村さん、なぜ起こしたのですか？ ぐっすり眠っていました。 あずさのパンツを下ろしたら、代わりに君が彼女とセックスしてくれると思ったんだ。
akahanaintro12,What! And I thought this idiot was trying to... never mind. I'm going to sleep.,"What! I thought that idiot had some kind of death wish. Anyway, since these are already down you might as-",何！あのバカが私とセックスするつもりだったのかと思った。気にしないで、私は寝るつもりです。
akahanaintro13,"Rose, I'm making a new show. Butt Sex Janken! It has same rule as the poker game show.",I'm not interested in her butt right now. I want something soft and squishy like your but. Let's play Butt Sex Janken.,あかはなちゃん、新しい番組を作っています。お尻セックスじゃんけん。ポーカーゲームと同じルールです。
akahanaintro14,And you decided to challenge me. You know I have only lost twice in previous show right? That will be a walk in park.,With same poker rules? You know I have X-ray vision right? I will not let anyone win. Even once.,そしてあなたは私に挑戦することに決めました。前回のショーで私が負けたのは2回だけですよね？簡単になりますよ。
akahanaintro15,"Yeah, but this time, it will be you who will be picking a card first every time.",Actually... you can't use your power in this one because you are the one who have to pick a card first.,はい、でも今回は、毎回最初にカードを選ぶのはあなたです。
akahanaintro16,Hmph! I can't use my special power then. If you wanted to fuck my butt you should have just asked.,What a load of... You might as well just play my sex scene if you restricting me like that.,ふん！それでは特別な力は使えません。私のお尻を性交したいなら、あなたはただ尋ねるべきでした。
akahanaintro17,"Anyway, even if I lose, I want a lunch from Kara's restaurant.","Everytime I lose, I want a free lunch from Kanachan's restaurant you got that.",とにかく、負けてもかなちゃんのお店のランチが食べたいです。
akahanaintro21,"Hey, Rose do you wanna-","Hey, Akahana do you wanna-",おい、あかはなちゃん、やりたいか?
akahanaintro22,Yes! As long as you get me another lunch from Kara's.,Yes! As long as I'm getting free lunch everyday from Kanachan's. I will lose for no reason.,はい、レストランに連れて行ってくれるなら。
akahanaintro23,"(Sigh...) Here goes my peaceful sleep again. You guys continue, I gonna work on a new volume of my manga.",Why the fuck do you pick her to play? I think LAGS forgot that I dominated voting poll. She wasn't even in one.,(ため息…)睡眠を妨げてくれてありがとう。続けてください、私は漫画の新しい巻に取り組むつもりです。
akahanawon,Even with my super power restricted I still won. Hehe..,I don't even need to use my X-ray vision. Hehe...,スーパーパワーが制限されていても、私はまだ勝ちました。ふふふ。
akahanalost,"Make sure you take me to Kara's restaurant tomorrow. Okay, you can fuck my butt while I sleep.","Make sure you take me to Kanachan's restaurant tomorrow. Okay, let's make Azusa jealous.",明日は必ずかなちゃんのレストランに連れて行ってください。わかった、私が寝ている間に私のお尻を犯してもいいよ。
junsaintro11,"You are late mister! As a punishment, you have to fuck me for extra 30 minutes.",Where the hell were you? I was desperately waiting here for your cock. Hurry up and unzip your pants.,遅れました、ミスター！罰として、あなたは私をさらに30分間セックスするつもりです。
junsaintro12,I'm sorry teacher! I was busy editing a episode of my new show.,Uhh... how about we spice things up with a game?,先生ごめんなさい！私は新しい番組のエピソードを編集するのに忙しかったです。
junsaintro13,Yeah! I have seen it yesterday. Well... I will forgive you if you... let me participate in it.,A game? That sound fun. Tell me more about it.,うん！昨日見てきました。そうですね…参加させていただけるなら許します。
junsaintro14,"I would absolutely love too. I don't know why I didn't think of it. Anyway, it's rules are similar to poker game show.","Yeah, it's same as poker game but we play janken instead. With each turn either you get cloths or lose it.",私も絶対に大好きです。最初にあなたに尋ねるべきでした。とにかく、ルールはポーカーゲームショーに似ています。
junsaintro15,Well then! I'm familiar with the rules. Let's begin! (Whispering..) Try to get my pattern.,"Fuck! So it depends on you whether you fuck me or not but... I will follow a pattern, you get that.",じゃあ！私はルールをよく知っています。さぁ、始めよう！(ささやき..)私のパターンを理解してみてください。
junsaintro21,You are here on time! What shall I teach you today?,You are here? So which hole you wanna fuck today? My tight ass or less but still tight  pussy.,時間通りに来ていますね！今日は何を教えましょうか？
junsaintro22,Uhh... teacher... can we play Butt Sex Janken? It will take only fives minutes then you can teach me whatever you want.,"Yeah, but let's play butt sex janken so principal will think we are doing it for show.",あの…先生…おしりセックスじゃんけんしてもいいですか？たった5分しかかからないので、好きなことを教えてください。
junsaintro23,Alright... just make sure you win so you can fuck my ass while I teach you.,Right... last time I was able to convince her some how but she will not listen this time.,わかった...私が教えている間、あなたが私のお尻を犯すことができるように、必ず勝ってください。
junsawon,What! You lost! As a punishment you won't get to fuck me today.,I was following a pattern and yet this idiot couldn't get my hints.,何！あなたが負けた！罰として、今日は私とセックスできません。
junsalost,That was fun! Now time for the most exciting part of the show. Let's fuck right here...,"Thank goodness! He picked up the hints I gave you. Come on, I can't wait anymore.",それは楽しかった！さて、ショーの最もエキサイティングな部分の時間です。ここで性交しましょう...
azusaintro11,Hey! I'm wearing your Tshirt. If you want it back you gotta win it in your stupid game show.,"Hey, I'm wearing your Tshirt! I'm not going to return it unless you take it yourself.",おい！私はあなたのシャツを着ています。返して欲しいなら、私と一緒に愚かなゲームをしてください。
azusaintro12,Umm... aren't you getting late for you work?,"Well, you can have it. I got few more I can wear today.",えっと…仕事に遅れてないですか？
azusaintro13,Yes. You wouldn't want me to get late for work right? Then play your stupid game with me.,"What! When Akahana does it, you two always end up having sex. Am I not pretty?",はい。私が仕事に遅刻するのは嫌ですよね？それなら私と一緒にあなたの愚かなゲームをしてください。
azusaintro14,"Athena please, I don't have much funding for this show. I will not be able to pay you if you win.","Yeah, but you are Tsundere character. As per rules, until you don't express your feeling MC is going to ignore you.",志々目さんお願いします、この番組にはあまり資金がありません。勝ってもお金は払えません。
azusaintro15,You idiot! I'm here to improve your shows rating. That's all! And don't go on thinking I like you or anything. Let's play!,"Okay, let's play your stupid game. Not because I like you or anything. I just want to help you get better ratings.",このバカ！あなたの番組の評価を向上させるためにここに来ました。それだけです！そして、私があなたを好きだなどと考え続けないでください。遊ぼう！
azusaintro21,(humming....),(Moaning loudly...),（歌ってます....）
azusaintro22,Uh... do you need something?,Stop it! I didn't even penetrate you.,ええと...何か必要ですか？
azusaintro23,Huh! You wanna play again? Well I got an hour before my part time job so I'm ready.,I'm sorry... I just can't control myself any longer. Please stick it inside me already.,はぁ！また遊びたいですか？さて、バイトまで1時間あるので準備は完了。
azusaintro24,Hey! When did I...(Sigh...) No point arguing. Let's play!,We can't do that in college campus. Let's pretend to play butt sex janken.,なんだ！(ため息…)議論しても無駄だ。遊ぼう！
shizukaintro11,Everyone out of the gym right now. I wanna talk to that asshole over there.,"Hey, you! Your cock is under arrest. It has to spend 60 minutes going back and forth inside my ass.",みんな今すぐジムから出てきて。あそこにいるあのクソ野郎と話したいんだ。
shizukaintro12,"Oh, hello aunt Suzy! Long time no see.","In plain words, you want me to fuck you.",ああ、こんにちは、しずかおばさん！お久しぶりです。
shizukaintro13,Oh.. so you still remember me. I thought you have forgotten me after using my holes to your heart's content.,Yes... Junsa is lucky to have your cock everyday. Even Azusa gets it everyday then... why?,ああ、あなたはまだ私のことを覚えているんですね。私の穴を思う存分使った後、あなたは私を忘れたと思っていました。
shizukaintro14,I heard you have began a new show and I think it's only fair that I participate in your show uninvited.,Why I should be the only one left out of the fun?,あなたが新しいショーを始めたと聞きましたが、私が招待されていないのにあなたのショーに参加するのは当然のことだと思います。
shizukaintro15,Well it's not related to poker but you want to get your ass fucked so bad then so be it.,Alright! I will give you a chance to rethink by playing janken with you. If you lose I'm not gonna stop fucking you until I want.,ポーカーとは関係ありませんが、めちゃくちゃやりたいならそれでいいのです。
shizukaintro21,"Oh.. no,no,no. We are not doing it tonight. I lost once and you have tearing my ass open for past 10 days.",Fuck! When I say I feel lonely that doesn't mean you fuck me only. Oww.. my ass hurts so bad.,ああ、いや、いや、いや。今夜はやりません。私は一度負けたのに、あなたは過去10日間私のお尻をクソ扱いしています。
shizukaintro22,What! I thought you feel lonely without my dick. Come on! Don't be like this. My little big cock want an ass to fuck.,What! You got tired only in 10 days. I fucked Junsa for 50 days and she didn't complain once.,私のペニスがないとあなたは寂しいと思っていました。来て！こんなふうにならないでください。私の小さな大きなコックはあなたのお尻を犯したいです。
shizukaintro23,Fine! But only if you beat me in your stupid game show. I will get to rest for a day if I win.,Because she can fucking heal herself. I can't. Fuck it! Let's play janken. I really hope I win so I will get to rest for a day.,ただし、あなたの愚かなゲームショーで私に勝った場合に限ります。勝てば一日休みます。
jukointro11,Aunt Jennifer! Would you like to participate in my new show? Rules are similar to that poker game.,It's finally day for my favourite Aunt. After aunt Dahlia of course.,じゅこおばさん！私の新しいショーに参加しませんか?ルールはあのポーカーゲームに似ています。
jukointro12,"Oh, honey! I was waiting for you for so long. That classmate of your always nose in when it was my turn to be in this show.",You are so mean... I thought I was your favourite aunt. I no longer wish to play now.,ああ、ハニー！とても長い間あなたを待っていました。あの女の子はいつも私たちの邪魔をしてきた。
jukointro13,But alas! I will be your opponent in today's show. Let's begin.,Let me try and change your thoughts.,しかし悲しいかな！今日のショーの相手は私です。さぁ、始めよう。
jukointro21,"Aunt Jennifer, the game show is quite popular in the country because of your episode. Here's your cut.",Aunt Jennifer... your ass is better than aunt Dahlia's. There I said it. Can I fuck you now?,じゅこおばさん、あなたのエピソードのおかげで、そのゲーム番組はこの国でとても人気があります。これがあなたのお金です。
jukointro22,"Oh, honey... you don't have to. Just promise me one thing. Even if you marry my little Tess, you will not forget about me.","My..my.. I'm flattered hearing it. Of course we can fuck now, honey. ",ああ、ハニー...そうする必要はありません。一つだけ約束してください。たとえあなたが私の小さなたつかちゃんと結婚したとしても、あなたは私のことを忘れないでしょう。
jukointro23,All I want is just a good pounding everyday and I will be happy for the rest of the day. Well... shall we play another game?,But let's play janken before or this whole lines of codes will be useless.,私が望むのは毎日楽しいセックスだけで、残りの日は幸せです。そうですね…別のゲームをしましょうか？
azusawon,I'm not weeping. Something got into my eyes. Bye! I gotta go for work.,You bastard! You lost on purpose. Now you will play with Akahana and fuck her. I hate you!,泣いてないよ。さよなら！仕事に行かなきゃ。
azusalost,Great! Now you can accompany while I work. Just don't talk to be often while I'm busy.,Finally! It's my turn! Mom can fuck off! I'm not gonna let you go until I squeeze every last drop out of you.,素晴らしい！これで、私が仕事をしている間、あなたも同行できます。ただ、私が忙しい間はあまり話しかけないでください。
shizukawon,Hah! It turn out I'm great at this game too. People should call me Janken Queen now.,I know you have lost but you are still gonna fuck Junsa's ass you sly fox! Go now! I will get you next time.,ハッ！私もこのゲームが得意だということが分かりました。人々は今、私をジャンケン女王と呼ぶべきです。
shizukawon2,"It's your lucky day! I will let to fuck my pussy for letting me win. Come on, let's go somewhere else.",I'm feeling bad for taking all your money from me. How about you fuck my pussy? I will offer you some money for it.,今日はあなたにとって幸運な日です！私を勝たせてくれたので、私のマンコを犯してもいいです。さあ、どこかへ行きましょう。
shizukalost,Oh! I thought I would beat you in this game too. My ass will be punished severely for my overconfidence.,Shit! Please don't destroy my ass. Please... Fuck! You are going to let me go until you fuck me hard right? Fine!,おお！この試合でも勝てると思ってた。私の自信過剰のせいで、私のお尻は厳しく罰されるでしょう。
jukowon,What! How can you lose after that? If you are not gonna fuck me then you better leave.,"I’m literally programmed to let you win 30% of the time and yet you lose! (Sigh...) Go home, if you are not going to fuck me.",何！その後どうやって負けるの？私を性交するつもりがないなら、去ったほうがいいです。
jukolost,Oh! The trick worked. Give me my reward please. We will do it right here.,Good! With my assistance you beat me. Now beat my ass with your hard cock.,おお！トリックはうまくいきました。ご褒美をください。ここでやります。
jankentitle,"Rock,Paper,Scissors",Janken,じゃんけん 
selectgirl,Girl ,Girl ,女の子
sgirlname1,Name : Rose,Name : Akahana,舐め：あかはな
sgirlname2,Name : Judy,Name : Junsa,舐め：じゅんさ
sgirlname3,Name : Athena,Name : Azusa,舐め：あずさ
sgirlname4,Name : Suzy,Name : Shizuka,舐め：しずか
sgirlname5,Name : Jennifer,Name : Akahana,舐め：じゅこ
sgirlage1,Age : 20 years,Age : 20 years,年：20歳
sgirlage2,Age : 41 years,Age : 41 years,年：41歳
sgirlage3,Age : 20 years,Age : 20 years,年：20歳
sgirlage4,Age : 33 years,Age : 33 years,年：33歳
sgirlage5,Age : 37 years,Age : 37 years,年：37歳
sgirloccup1,Occupation :  Waitress,Occupation :  Waitress,職業： ウェイトレス
sgirloccup2,Occupation :  Teacher,Occupation :  Teacher,職業： 教師
sgirloccup3,"Occupation :  Store Clerk, Manga Artist","Occupation :  Store Clerk, Manga Artist",職業： 漫画家
sgirloccup4,Occupation :  Police Officer,Occupation :  Police Officer,職業： 警察官
sgirloccup5,Occupation :  Housewife,Occupation :  Housewife,職業： 専業主婦
akahanavictory1,You have fucked me for more than an hour now. I'm not taking anything less than the mega lunch box.,"The more you fuck me, the bigger lunch box you are going to buy me.",あなたはもう1時間以上私を犯しています。メガ弁当が欲しいです。
akahanavictory2,"Hey, fuck me instead. She is moaning loudly. Our neighbours will be disturbed because of it.",Please fuck me instead of her. I have even hinted you that you can fuck me whenever you want.,ねえ、代わりに私を性交してください。彼女は大声でうめき声を上げています。そのせいで私たちの隣人は迷惑を受けるでしょう。
akahanavictory3,Rose... Do you remember your safe in the university? I have changes it's password to - ,Password to safe in university is - ,あかはなちゃん…大学にあった金庫を覚えていますか？パスワードを次のように変更しました - 
akahanavictory4,Oww... Don't slap my butt like that Mr. Raven. It  hurts...,Azusa is eager to take my place. Is that okay with you?,ああ…そんな風に私の尻を叩かないでください川村さん。それは痛い...
junsavictory1,Don't worry about getting caught. We can always make excuse of doing it for art class.,Lady Mystery is principal of this university. I don't think she will mind it if we are having sex.,捕まる心配はありません。美術の授業のためにやるという言い訳はいつでもできます。
junsavictory2,Ohh... sweetheart! I can't get enough of your cock after our adventure with Hailey.,Do you remember we used to fuck a lot to heal Himawari? Ryoko said it's fine if you use my pussy.,ああ...恋人！私たちがひまわりさんを治すためにセックスしたのを覚えていますか？
junsavictory3,Yes... Don't stop pounding that ass. My pervert hole must be filled with you hot cum.,I'm under the influence of the ring but not my daughter Azusa. She will have her doubt but her true love is confirmed by LAGS.,はい...そのお尻を犯すのをやめないでください。私の変態穴はあなたの熱い精液で満たされなければなりません。
azusavictory1,"Sorry to keep you waiting mam, but I making mistake because of this pounding. I can't ask him to stop for a minute.","Mam, if you want to learn anal sex watch us doing it instead of spending your money on it.",お母さんお待たせしましたが、ドキドキのせいで間違えてしまいました。今はやめられない。
azusavictory2,Th-thank you for helping me with manga. Huh... Why are you looking at me like that? Keep your focus on my ass.,"In Magic Ring game, if you marry me or Reiko, you will be filthy rich in few months.",こ、マンガを手伝ってくれてありがとう。え…なんでそんな目で見るの？私のお尻に集中してください。
azusavictory3,We need one more employee here. Do you wanna join? We can fuck here like this everyday.,"If you fuck  me like this everyday, I promise to pay half of your rent.",ここにはもう1人従業員が必要です。参加したいですか?ここでは毎日こうやってセックスできるんだ。
shizukaassvictory1,Fuck! I'm now regretting letting you fuck my ass. You are fucking it like there is no tomorrow.,Fuck! I'm a human. My ass can't handle such rough pounding like Junsa does.,くそ！私は今、あなたに私のお尻を犯させたことを後悔しています。明日がないかのようにクソやってるよ。
shizukaassvictory2,"Hey, slow down. I'm not Judy. She likes it when you do it rough not me.",Fuck! Why is Junsa recording us? Are you planning to sell this clip online?,おい、ゆっくりしろ。私はじゅんさではありません。彼女はあなたが乱暴なことをするのが好きで、私ではありません。
shizukaassvictory3,Oww... ow.... ow... Fuck! My colleague is here. She will think I arrested you to have sex.,"Just because you fuck me everyday, I'm infamous as the police women who arrest people for sex.",ああ...ああ...ああ...ファック！私の同僚がここにいます。彼女は私があなたをセックスするために逮捕したと思うでしょう。
shizukapuzvictory1,Shit! It's so careless of me letting you fuck me without any protection but... there are no shops open right now.,Don't think about getting me pregnant. If you cum inside with intention of impregnating me then I'm done for.,クソ！無防備にヤらせてしまうなんて不用心ですが…現在開いているお店はありません。
shizukapuzvictory2,"Wait! Caroline, it's not what you think. Oh... crap! Now she's gonna spread rumours about me.",Do you know because of you I couldn't catch a criminal. I was masturbating to your photo at the time when he ran away.,待って！それはあなたが思っていることではありません。やばい！今、彼女は私についての噂を広めるつもりです。
shizukapuzvictory3,I know your big secret. Something that even you don't know. I will tell you when it's time. For now keep focus.,Should I spill the beans? No! Let it be a secret until Magic Ring.,私はあなたの大きな秘密を知っています。あなたさえ知らない何か。 時間が来たら教えます。今のところは集中力を維持してください。
jukovictory1,I'm a bad aunt. What my sweet Tess will think when she find out her auntie is fucking her boyfriend behind her back?,I think Tatsuka will be happy to share you with her favorite aunt.,私はとても悪い人です。私のかわいいたつかちゃんは、叔母が彼氏と裏でセックスしていることを知ったらどう思うでしょうか?
jukovictory2,I'm sorry! Maya kicked you out of the house because you had sex with me. She was always jealous of me.,"In Magic Ring, if Maya asks if you know me and you say yes then she will kick you out of her house.",ごめんなさい！あなたは私とセックスしたために家から追い出されました。彼女はいつも私に嫉妬していました。
jukovictory3,"Honey, don't just go home after this. Join us for dinner. Tess will be so happy.",You wanna fuck my daughter? She seen us having sex and urging to have sex with you.,ハニー、この後すぐに家に帰らないでください。夕食にご参加ください。たつかちゃんはとても幸せになるでしょう。
